start_date,neparea_km2,neparea_perc,eezarea_km2,eezarea_perc,nsbarea_km2,nsbarea_perc,ssbarea_km2,ssbarea_perc,oparea_km2,oparea_perc
2023-07-15,4425670,21.5,31720,7.2,11490,12.4,0,0,20240,6.5
2023-07-16,4815730,23.4,58370,13.3,12400,13.4,0,0,45980,14.7
2023-07-17,4789300,23.3,113350,25.8,4560,4.9,0,0,108790,34.7
2023-07-18,4715460,22.9,149400,34,6960,7.5,4040,14.7,137900,44
2023-07-19,4845600,23.5,194490,44.3,11750,12.7,4550,16.6,176680,56.4
2023-07-20,4857560,23.6,180450,41.1,13220,14.3,1020,3.7,164710,52.5
2023-07-21,4872410,23.7,117040,26.6,2380,2.6,0,0,113150,36.1
2023-07-22,4789700,23.3,119450,27.2,1380,1.5,0,0,117580,37.5
2023-07-23,4798680,23.3,189610,43.1,5200,5.6,0,0,183390,58.5
2023-07-24,4982810,24.2,258090,58.7,11220,12.1,0,0,245360,78.3
2023-07-25,5190300,25.2,298390,67.9,21250,22.9,0,0,277140,88.4
2023-07-26,5237300,25.4,294980,67.1,24470,26.4,0,0,270530,86.3
2023-07-27,5137740,25,290790,66.2,23060,24.9,0,0,267730,85.4
2023-07-28,5058510,24.6,270830,61.6,20200,21.8,0,0,250640,80
2023-07-29,5127120,24.9,273970,62.3,24230,26.2,0,0,249760,79.7
2023-07-30,5212580,25.3,281490,64,26510,28.6,0,0,255000,81.4
2023-07-31,5348290,26,310490,70.6,45170,48.8,0,0,265330,84.6
2023-08-01,5713900,27.8,329040,74.9,45770,49.4,1000,3.6,282290,90.1
2023-08-02,6159750,29.9,354990,80.8,33470,36.1,13660,49.8,307880,98.2
2023-08-03,6615260,32.1,374680,85.2,43500,47,17740,64.7,313460,100
2023-08-04,6968730,33.8,387070,88.1,55880,60.3,17740,64.7,313460,100
